Fecha;Hora Movimiento HHMM;Clase de Vuelo;Clasificaci?n Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave;Aeronave APC
20/02/2016;14:43;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZN;SAZN;N/A;CESSNA C-310;B
30/03/2017;14:23;Regular;Cabotaje;Despegue;SACO;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
30/11/2014;18:10;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SULS;N/A;PILATUS PC-12;A
20/09/2014;11:14;Regular;Cabotaje;Aterrizaje;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
29/09/2017;15:41;Regular;Cabotaje;Despegue;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
13/03/2016;00:27;Regular;Cabotaje;Aterrizaje;SAWC;SABE;Aerolíneas Argentinas;BOEING B-737;C
30/03/2016;13:24;Regular;Internacional;Despegue;SAEZ;SUMU;Air France;BOEING B-777;C
12/01/2016;01:06;Regular;Internacional;Aterrizaje;SCEL;SACO;LATAM;AIRBUS A-320;C
29/10/2016;03:39;Regular;Internacional;Aterrizaje;MPTO;SACO;Copa Airlines;BOEING B-737;D
06/11/2014;22:37;Regular;Cabotaje;Despegue;SAME;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
10/12/2014;09:05;Regular;Cabotaje;Aterrizaje;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;C
26/11/2016;14:28;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZN;SAHC;N/A;LEARJET LJ-31;C
21/04/2017;19:12;Regular;Cabotaje;Aterrizaje;SAWH;SAWC;Aerolíneas Argentinas;BOEING B-737;D
13/12/2015;16:14;Regular;Cabotaje;Aterrizaje;SAZN;SAVC;Austral Líneas Aéreas;EMBRAER E-190;C
24/12/2014;07:38;Regular;Internacional;Despegue;SAEZ;SPJC;LATAM Perú;BOEING B-767;C
29/06/2016;21:10;Regular;Cabotaje;Aterrizaje;SABE;SAWG;Austral Líneas Aéreas;EMBRAER E-190;C
25/02/2016;23:57;Regular;Cabotaje;Aterrizaje;SABE;SAVT;Aerolíneas Argentinas;BOEING B-737;D
28/04/2017;15:53;Regular;Cabotaje;Despegue;SABE;SAAV;Austral Líneas Aéreas;EMBRAER E-190;C
21/10/2014;18:36;Regular;Cabotaje;Despegue;SAOU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
21/07/2017;12:34;Regular;Cabotaje;Despegue;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
21/10/2017;02:09;Regular;Cabotaje;Despegue;SAAR;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
03/05/2017;05:10;Regular;Cabotaje;Aterrizaje;SABE;SAWG;LATAM Argentina;AIRBUS A-320;C
24/06/2015;20:26;Regular;Cabotaje;Aterrizaje;SAZN;SAME;Aerolíneas Argentinas;BOEING B-737;C
25/12/2017;12:49;Regular;Cabotaje;Despegue;SAWC;SABE;Aerolíneas Argentinas;BOEING B-737;D
13/08/2014;22:05;No Regular;Cabotaje;Despegue;SABE;SAOV;Macair Jet;BRITISH AEROSPACE JS32;C
17/03/2017;15:29;Regular;Cabotaje;Despegue;SAWC;SAWH;Aerolíneas Argentinas;BOEING B-737;D
16/03/2016;18:21;Regular;Cabotaje;Despegue;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;D
24/04/2014;00:53;Regular;Cabotaje;Aterrizaje;SABE;SAZB;Austral Líneas Aéreas;EMBRAER E-190;C
04/08/2015;23:29;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAVT;SAWG;N/A;LEARJET LJ-25;C
21/07/2016;15:18;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAAR;SABE;N/A;CESSNA Citation;B
26/04/2014;15:13;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
23/04/2017;19:41;Regular;Cabotaje;Aterrizaje;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;D
21/01/2016;21:45;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADQ;SAZM;N/A;BEECHCRAFT BE20;B
03/02/2017;00:39;Regular;Cabotaje;Aterrizaje;SACO;SABE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
06/11/2014;21:34;Regular;Internacional;Despegue;SABE;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
20/12/2014;13:38;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SULS;N/A;BEECHCRAFT BE30;A
12/08/2015;18:43;Regular;Internacional;Despegue;SAEZ;SBGR;LATAM Argentina;AIRBUS A-320;C
17/11/2016;15:33;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAAC;AR-0263;N/A;BELL Helicóptero;
15/12/2014;00:34;Regular;Cabotaje;Aterrizaje;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
01/12/2017;18:07;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAST;SASA;N/A;LEARJET LJ-45;C
20/09/2017;09:24;No Regular;Cabotaje;Aterrizaje;SAEZ;SABE;Aerolíneas Argentinas;BOEING B-737;D
15/06/2014;20:56;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZM;SAZM;N/A;TED SMITH Aerostar;B
22/12/2017;10:30;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZG;SABE;N/A;PIPER PA-31;A
04/07/2014;15:22;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAAA;N/A;PIPER PA-28;A
12/11/2017;21:27;Regular;Cabotaje;Aterrizaje;SACO;SASA;Aerolíneas Argentinas;BOEING B-737;C
03/01/2016;03:25;Regular;Internacional;Despegue;SAEZ;SBFZ;Gol Transportes Aéreos;BOEING B-737;D
04/05/2014;18:54;Regular;Cabotaje;Aterrizaje;SAME;SAZS;Aerolíneas Argentinas;BOEING B-737;C
08/10/2015;09:12;Regular;Cabotaje;Despegue;SANT;SABE;Aerolíneas Argentinas;BOEING B-737;D
03/01/2016;03:03;Regular;Internacional;Aterrizaje;SBFL;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
15/04/2017;21:47;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZA;SADF;N/A;PIPER PA-31;A
04/06/2015;01:10;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
26/04/2016;22:43;Regular;Internacional;Despegue;SABE;SCEL;Aerolíneas Argentinas;BOEING B-737;D
02/02/2018;14:43;No Regular;Cabotaje;Despegue;SAAR;SABE;N/A;LEARJET LJ-60;C
14/11/2017;19:39;Regular;Internacional;Aterrizaje;SCEL;SAEZ;LATAM;BOEING B-767;C
20/03/2015;15:21;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0253;SADF;N/A;PIPER PA-28;A
01/01/2014;19:59;No Regular;Internacional;Despegue;SABE;SULS;N/A;LEARJET LJ-60;C
12/01/2018;23:03;Regular;Cabotaje;Despegue;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;D
01/07/2014;14:39;Regular;Internacional;Aterrizaje;SCEL;SAME;LATAM;AIRBUS A-320;C
03/03/2017;20:53;Regular;Internacional;Despegue;SAEZ;SBGL;Gol Transportes Aéreos;BOEING B-737;D
27/03/2016;17:05;Regular;Cabotaje;Aterrizaje;SAVC;SABE;Aerolíneas Argentinas;BOEING B-737;C
28/12/2014;06:05;Regular;Internacional;Despegue;SACO;SBGL;Gol Transportes Aéreos;BOEING B-737;D
27/02/2017;14:20;No Regular;Cabotaje;Despegue;SAEZ;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
05/01/2018;19:28;Regular;Internacional;Despegue;SAEZ;SBCF;Azul Linhas Aéreas Brasileiras;AIRBUS A-320;C
17/11/2014;17:15;Regular;Cabotaje;Despegue;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;D
15/11/2015;22:27;Regular;Internacional;Despegue;SAEZ;SPJC;LATAM Argentina;AIRBUS A-320;C
21/08/2016;22:41;No Regular;Internacional;Aterrizaje;KMIA;SAEZ;Atlas Air;BOEING B-747;D
08/08/2015;02:03;Regular;Internacional;Aterrizaje;SCEL;SAEZ;LATAM;AIRBUS A-320;C
26/07/2016;13:01;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
10/08/2017;12:10;Regular;Internacional;Aterrizaje;EGLL;SAEZ;British Airways;BOEING B-777;C
22/04/2017;16:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADM;SADM;N/A;CESSNA C-150;A
26/10/2017;20:30;No Regular;Cabotaje;Aterrizaje;SABE;SAZM;N/A;LEARJET LJ-25;C
22/05/2015;14:52;Regular;Internacional;Despegue;SAME;SCEL;LATAM;AIRBUS A-320;C
24/10/2014;02:29;Regular;Internacional;Despegue;SAEZ;LEBL;Aerolíneas Argentinas;AIRBUS A-340;C
02/10/2016;18:57;Regular;Internacional;Aterrizaje;SBGR;SABE;Aerolíneas Argentinas;BOEING B-737;D
17/11/2016;19:25;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SARE;N/A;CESSNA C-208;B
31/01/2016;18:18;Regular;Cabotaje;Aterrizaje;SASA;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
31/08/2016;22:18;Regular;Cabotaje;Despegue;SABE;SAAP;Austral Líneas Aéreas;EMBRAER E-190;C
28/02/2018;06:12;Regular;Internacional;Aterrizaje;SBGR;SAEZ;Qatar Airways;BOEING B-777;C
17/01/2016;20:59;Regular;Cabotaje;Aterrizaje;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
25/03/2014;17:16;Regular;Cabotaje;Aterrizaje;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
12/11/2014;12:58;Regular;Cabotaje;Despegue;SARP;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
18/02/2016;13:22;Regular;Internacional;Despegue;SAEZ;SCEL;LATAM;BOEING B-777;C
05/06/2014;20:20;Vuelo Privado con Matrícula Nacional;N/A;Aterrizaje;N/A;SADF;N/A;BEECHCRAFT BE20;B
20/12/2017;20:19;No Regular;Internacional;Aterrizaje;SULS;SADF;N/A;LEARJET LJ-60;C
23/12/2017;23:56;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A;CESSNA Citation;B
13/02/2017;03:57;Regular;Internacional;Aterrizaje;SBGL;SAAR;Gol Transportes Aéreos;BOEING B-737;D
13/02/2014;15:12;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SUCM;N/A;AVIONS FAIREY BN2P;A
14/06/2017;00:43;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;C
27/10/2015;14:37;Regular;Cabotaje;Aterrizaje;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
03/05/2017;21:36;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAOU;SADF;N/A;CESSNA Citation;B
23/11/2014;15:40;Regular;Cabotaje;Aterrizaje;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;C
08/01/2016;13:52;No Regular;Cabotaje;Aterrizaje;SAVV;SADF;Línea Aérea SAPSA;FAIRCHILD SW4;B
11/08/2016;14:58;Regular;Cabotaje;Despegue;SABE;SAZS;Aerolíneas Argentinas;BOEING B-737;D
03/01/2015;20:20;Regular;Cabotaje;Aterrizaje;SASA;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
27/10/2015;01:30;Regular;Cabotaje;Aterrizaje;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;C
04/09/2016;17:12;Regular;Cabotaje;Aterrizaje;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
18/01/2014;13:52;Regular;Cabotaje;Aterrizaje;SAEZ;SAZS;Aerolíneas Argentinas;BOEING B-737;D
22/02/2016;15:13;Regular;Internacional;Aterrizaje;SCEL;SAME;LATAM;AIRBUS A-320;C
29/10/2014;14:51;Regular;Cabotaje;Despegue;SAZM;SABE;SOL Líneas Aéreas;SAAB SF34;B
16/01/2014;19:20;Regular;Internacional;Despegue;SABE;SBGL;Austral Líneas Aéreas;EMBRAER E-190;C
10/03/2014;10:06;Regular;Cabotaje;Despegue;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;C
12/09/2014;21:16;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0370;SANT;N/A;PIPER PA-28;A
29/06/2016;17:24;Regular;Internacional;Aterrizaje;SCEL;SAME;LATAM;AIRBUS A-320;C
